class_name,recording,n_unique_sources,exact_accuracy,ship_only_top1_accuracy,predicted_tanker_fraction,predicted_cargo_fraction,rejected_fraction
Tanker,tanker/20180610-215/135143.wav,61,0.9344262295081968,0.9344262295081968,0.9344262295081968,0.06557377049180328,0.0
Tanker,tanker/20180616-218/225427.wav,10,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180630-221/173807.wav,6,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180702-222/172918.wav,103,0.912621359223301,0.912621359223301,0.912621359223301,0.06796116504854369,0.019417475728155338
Tanker,tanker/20180703-223/143323.wav,92,0.9891304347826086,0.9891304347826086,0.9891304347826086,0.010869565217391304,0.0
Tanker,tanker/20180705-224/144030.wav,70,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.014285714285714285,0.0
Tanker,tanker/20180710-225/065625.wav,9,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180725-227/013354.wav,100,0.82,0.83,0.82,0.16,0.01
Tanker,tanker/20180725a-228/222512.wav,70,0.8,0.8142857142857143,0.8,0.18571428571428572,0.014285714285714285
Tanker,tanker/20180725b-229/233127.wav,13,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180821-230/005202.wav,70,0.8285714285714286,0.8428571428571429,0.8285714285714286,0.15714285714285714,0.014285714285714285
Tanker,tanker/20180826-232/010604.wav,5,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180904-233/183908.wav,3,1.0,1.0,1.0,0.0,0.0
Tanker,tanker/20180914-234/024440.wav,4,1.0,1.0,1.0,0.0,0.0
Tug,tug/20171104-1/200959.wav,127,0.9921259842519685,0.9921259842519685,0.0,0.007874015748031496,0.0
Tug,tug/20171105b-3/231504.wav,131,0.9847328244274809,0.9847328244274809,0.0,0.015267175572519083,0.0
Tug,tug/20171106-4/144640.wav,206,1.0,1.0,0.0,0.0,0.0
Tug,tug/20171111-7/025236.wav,77,1.0,1.0,0.0,0.0,0.0
Tug,tug/20171114-8/072235.wav,120,1.0,1.0,0.0,0.0,0.0
Tug,tug/20171115-9/9.wav,40,1.0,1.0,0.0,0.0,0.0
Tug,tug/20171116-10/065145.wav,106,0.9716981132075472,0.9811320754716981,0.0,0.018867924528301886,0.009433962264150943
Tug,tug/20171118-12/082934.wav,186,1.0,1.0,0.0,0.0,0.0
Tug,tug/20171118a-13/141340.wav,130,1.0,1.0,0.0,0.0,0.0
Tug,tug/20171118b-14/161506.wav,162,0.9876543209876543,0.9876543209876543,0.012345679012345678,0.0,0.0
